"open_date","scenario","iso3c"
2020-06-10,6,"JPN"
NA,7,"JPN"
2020-10-10,8,"JPN"
2020-09-23,9,"JPN"
NA,10,"JPN"
2020-06-20,11,"JPN"
2020-06-04,12,"JPN"
NA,1,"KAZ"
2021-04-27,2,"KAZ"
2020-09-30,3,"KAZ"
NA,4,"KAZ"
2020-07-09,5,"KAZ"
2020-06-10,6,"KAZ"
NA,7,"KAZ"
2020-10-10,8,"KAZ"
2020-09-23,9,"KAZ"
NA,10,"KAZ"
2020-06-20,11,"KAZ"
2020-06-04,12,"KAZ"
NA,1,"KEN"
2021-04-27,2,"KEN"
2020-09-30,3,"KEN"
NA,4,"KEN"
2020-07-09,5,"KEN"
2020-06-10,6,"KEN"
NA,7,"KEN"
2020-10-10,8,"KEN"
2020-09-23,9,"KEN"
NA,10,"KEN"
2020-06-20,11,"KEN"
2020-06-04,12,"KEN"
NA,1,"KGZ"
2021-04-27,2,"KGZ"
2020-09-30,3,"KGZ"
NA,4,"KGZ"
2020-07-09,5,"KGZ"
2020-06-10,6,"KGZ"
NA,7,"KGZ"
2020-10-10,8,"KGZ"
2020-09-23,9,"KGZ"
NA,10,"KGZ"
2020-06-20,11,"KGZ"
2020-06-04,12,"KGZ"
NA,1,"KHM"
2021-04-27,2,"KHM"
2020-09-30,3,"KHM"
NA,4,"KHM"
2020-07-09,5,"KHM"
2020-06-10,6,"KHM"
NA,7,"KHM"
2020-10-10,8,"KHM"
2020-09-23,9,"KHM"
NA,10,"KHM"
2020-06-20,11,"KHM"
2020-06-04,12,"KHM"
NA,1,"KOR"
2021-04-27,2,"KOR"
2020-09-30,3,"KOR"
NA,4,"KOR"
2020-07-09,5,"KOR"
2020-06-10,6,"KOR"
NA,7,"KOR"
2020-10-10,8,"KOR"
2020-09-23,9,"KOR"
NA,10,"KOR"
2020-06-20,11,"KOR"
2020-06-04,12,"KOR"
NA,1,"KWT"
2021-04-27,2,"KWT"
2020-09-30,3,"KWT"
NA,4,"KWT"
2020-07-09,5,"KWT"
2020-06-10,6,"KWT"
NA,7,"KWT"
2020-10-10,8,"KWT"
2020-09-23,9,"KWT"
NA,10,"KWT"
2020-06-20,11,"KWT"
2020-06-04,12,"KWT"
NA,1,"LAO"
2021-04-27,2,"LAO"
2020-09-30,3,"LAO"
NA,4,"LAO"
2020-07-09,5,"LAO"
2020-06-10,6,"LAO"
NA,7,"LAO"
2020-10-10,8,"LAO"
2020-09-23,9,"LAO"
NA,10,"LAO"
2020-06-20,11,"LAO"
2020-06-04,12,"LAO"
NA,1,"LBN"
2021-04-27,2,"LBN"
2020-09-30,3,"LBN"
NA,4,"LBN"
2020-07-09,5,"LBN"
2020-06-10,6,"LBN"
NA,7,"LBN"
2020-10-10,8,"LBN"
2020-09-23,9,"LBN"
NA,10,"LBN"
2020-06-20,11,"LBN"
2020-06-04,12,"LBN"
NA,1,"LBR"
2021-04-27,2,"LBR"
2020-09-30,3,"LBR"
NA,4,"LBR"
2020-07-09,5,"LBR"
2020-06-10,6,"LBR"
NA,7,"LBR"
2020-10-10,8,"LBR"
2020-09-23,9,"LBR"
NA,10,"LBR"
2020-06-20,11,"LBR"
2020-06-04,12,"LBR"
NA,1,"LBY"
2021-04-27,2,"LBY"
2020-09-30,3,"LBY"
NA,4,"LBY"
2020-07-09,5,"LBY"
2020-06-10,6,"LBY"
NA,7,"LBY"
2020-10-10,8,"LBY"
2020-09-23,9,"LBY"
NA,10,"LBY"
2020-06-20,11,"LBY"
2020-06-04,12,"LBY"
NA,1,"LCA"
2021-04-27,2,"LCA"
2020-09-30,3,"LCA"
NA,4,"LCA"
2020-07-09,5,"LCA"
2020-06-10,6,"LCA"
NA,7,"LCA"
2020-10-10,8,"LCA"
2020-09-23,9,"LCA"
NA,10,"LCA"
2020-06-20,11,"LCA"
2020-06-04,12,"LCA"
NA,1,"LKA"
2021-04-27,2,"LKA"
2020-09-30,3,"LKA"
NA,4,"LKA"
2020-07-09,5,"LKA"
2020-06-10,6,"LKA"
NA,7,"LKA"
2020-10-10,8,"LKA"
2020-09-23,9,"LKA"
NA,10,"LKA"
2020-06-20,11,"LKA"
2020-06-04,12,"LKA"
NA,1,"LSO"
2021-04-27,2,"LSO"
2020-09-30,3,"LSO"
NA,4,"LSO"
2020-07-09,5,"LSO"
2020-06-10,6,"LSO"
NA,7,"LSO"
2020-10-10,8,"LSO"
2020-09-23,9,"LSO"
NA,10,"LSO"
2020-06-20,11,"LSO"
2020-06-04,12,"LSO"
NA,1,"LTU"
2021-04-27,2,"LTU"
2020-09-30,3,"LTU"
NA,4,"LTU"
2020-07-09,5,"LTU"
2020-06-10,6,"LTU"
NA,7,"LTU"
2020-10-10,8,"LTU"
2020-09-23,9,"LTU"
NA,10,"LTU"
2020-06-20,11,"LTU"
2020-06-04,12,"LTU"
NA,1,"LUX"
2021-04-27,2,"LUX"
2020-09-30,3,"LUX"
NA,4,"LUX"
2020-07-09,5,"LUX"
2020-06-10,6,"LUX"
NA,7,"LUX"
2020-10-10,8,"LUX"
2020-09-23,9,"LUX"
NA,10,"LUX"
2020-06-20,11,"LUX"
2020-06-04,12,"LUX"
NA,1,"LVA"
2021-04-27,2,"LVA"
2020-09-30,3,"LVA"
NA,4,"LVA"
2020-07-09,5,"LVA"
2020-06-10,6,"LVA"
NA,7,"LVA"
2020-10-10,8,"LVA"
2020-09-23,9,"LVA"
NA,10,"LVA"
2020-06-20,11,"LVA"
2020-06-04,12,"LVA"
NA,1,"MAC"
2021-04-27,2,"MAC"
2020-09-30,3,"MAC"
NA,4,"MAC"
2020-07-09,5,"MAC"
2020-06-10,6,"MAC"
NA,7,"MAC"
2020-10-10,8,"MAC"
2020-09-23,9,"MAC"
NA,10,"MAC"
2020-06-20,11,"MAC"
2020-06-04,12,"MAC"
NA,1,"MAR"
2021-04-27,2,"MAR"
2020-09-30,3,"MAR"
NA,4,"MAR"
2020-07-09,5,"MAR"
2020-06-10,6,"MAR"
NA,7,"MAR"
2020-10-10,8,"MAR"
2020-09-23,9,"MAR"
NA,10,"MAR"
2020-06-20,11,"MAR"
2020-06-04,12,"MAR"
NA,1,"MDA"
2021-04-27,2,"MDA"
2020-09-30,3,"MDA"
NA,4,"MDA"
2020-07-09,5,"MDA"
2020-06-10,6,"MDA"
NA,7,"MDA"
2020-10-10,8,"MDA"
2020-09-23,9,"MDA"
NA,10,"MDA"
2020-06-20,11,"MDA"
2020-06-04,12,"MDA"
NA,1,"MDG"
2021-04-27,2,"MDG"
2020-09-30,3,"MDG"
NA,4,"MDG"
2020-07-09,5,"MDG"
2020-06-10,6,"MDG"
NA,7,"MDG"
2020-10-10,8,"MDG"
2020-09-23,9,"MDG"
NA,10,"MDG"
2020-06-20,11,"MDG"
2020-06-04,12,"MDG"
NA,1,"MDV"
2021-04-27,2,"MDV"
2020-09-30,3,"MDV"
NA,4,"MDV"
2020-07-09,5,"MDV"
2020-06-10,6,"MDV"
NA,7,"MDV"
2020-10-10,8,"MDV"
2020-09-23,9,"MDV"
NA,10,"MDV"
2020-06-20,11,"MDV"
2020-06-04,12,"MDV"
NA,1,"MEX"
2021-04-27,2,"MEX"
2020-09-30,3,"MEX"
NA,4,"MEX"
2020-07-09,5,"MEX"
2020-06-10,6,"MEX"
NA,7,"MEX"
2020-10-10,8,"MEX"
2020-09-23,9,"MEX"
NA,10,"MEX"
2020-06-20,11,"MEX"
2020-06-04,12,"MEX"
NA,1,"MKD"
2021-04-27,2,"MKD"
2020-09-30,3,"MKD"
NA,4,"MKD"
2020-07-09,5,"MKD"
2020-06-10,6,"MKD"
NA,7,"MKD"
2020-10-10,8,"MKD"
2020-09-23,9,"MKD"
NA,10,"MKD"
2020-06-20,11,"MKD"
2020-06-04,12,"MKD"
NA,1,"MLI"
2021-04-27,2,"MLI"
2020-09-30,3,"MLI"
NA,4,"MLI"
2020-07-09,5,"MLI"
2020-06-10,6,"MLI"
NA,7,"MLI"
2020-10-10,8,"MLI"
2020-09-23,9,"MLI"
NA,10,"MLI"
2020-06-20,11,"MLI"
2020-06-04,12,"MLI"
NA,1,"MLT"
2021-04-27,2,"MLT"
2020-09-30,3,"MLT"
NA,4,"MLT"
2020-07-09,5,"MLT"
2020-06-10,6,"MLT"
NA,7,"MLT"
2020-10-10,8,"MLT"
2020-09-23,9,"MLT"
NA,10,"MLT"
2020-06-20,11,"MLT"
2020-06-04,12,"MLT"
NA,1,"MMR"
2021-04-27,2,"MMR"
2020-09-30,3,"MMR"
NA,4,"MMR"
2020-07-09,5,"MMR"
2020-06-10,6,"MMR"
NA,7,"MMR"
2020-10-10,8,"MMR"
2020-09-23,9,"MMR"
NA,10,"MMR"
2020-06-20,11,"MMR"
2020-06-04,12,"MMR"
NA,1,"MNE"
2021-04-27,2,"MNE"
2020-09-30,3,"MNE"
NA,4,"MNE"
2020-07-09,5,"MNE"
2020-06-10,6,"MNE"
NA,7,"MNE"
2020-10-10,8,"MNE"
2020-09-23,9,"MNE"
NA,10,"MNE"
2020-06-20,11,"MNE"
2020-06-04,12,"MNE"
NA,1,"MOZ"
2021-04-27,2,"MOZ"
2020-09-30,3,"MOZ"
NA,4,"MOZ"
2020-07-09,5,"MOZ"
2020-06-10,6,"MOZ"
NA,7,"MOZ"
2020-10-10,8,"MOZ"
2020-09-23,9,"MOZ"
NA,10,"MOZ"
2020-06-20,11,"MOZ"
2020-06-04,12,"MOZ"
NA,1,"MRT"
2021-04-27,2,"MRT"
2020-09-30,3,"MRT"
NA,4,"MRT"
2020-07-09,5,"MRT"
2020-06-10,6,"MRT"
NA,7,"MRT"
2020-10-10,8,"MRT"
2020-09-23,9,"MRT"
NA,10,"MRT"
2020-06-20,11,"MRT"
2020-06-04,12,"MRT"
NA,1,"MUS"
2021-04-27,2,"MUS"
2020-09-30,3,"MUS"
NA,4,"MUS"
2020-07-09,5,"MUS"
2020-06-10,6,"MUS"
NA,7,"MUS"
2020-10-10,8,"MUS"
2020-09-23,9,"MUS"
NA,10,"MUS"
2020-06-20,11,"MUS"
2020-06-04,12,"MUS"
NA,1,"MWI"
2021-04-27,2,"MWI"
2020-09-30,3,"MWI"
NA,4,"MWI"
2020-07-09,5,"MWI"
2020-06-10,6,"MWI"
NA,7,"MWI"
2020-10-10,8,"MWI"
2020-09-23,9,"MWI"
NA,10,"MWI"
2020-06-20,11,"MWI"
2020-06-04,12,"MWI"
NA,1,"MYS"
2021-04-27,2,"MYS"
2020-09-30,3,"MYS"
NA,4,"MYS"
2020-07-09,5,"MYS"
2020-06-10,6,"MYS"
NA,7,"MYS"
2020-10-10,8,"MYS"
2020-09-23,9,"MYS"
NA,10,"MYS"
2020-06-20,11,"MYS"
2020-06-04,12,"MYS"
NA,1,"NAM"
2021-04-27,2,"NAM"
2020-09-30,3,"NAM"
NA,4,"NAM"
2020-07-09,5,"NAM"
2020-06-10,6,"NAM"
NA,7,"NAM"
2020-10-10,8,"NAM"
2020-09-23,9,"NAM"
NA,10,"NAM"
2020-06-20,11,"NAM"
2020-06-04,12,"NAM"
NA,1,"NER"
2021-04-27,2,"NER"
2020-09-30,3,"NER"
NA,4,"NER"
2020-07-09,5,"NER"
2020-06-10,6,"NER"
NA,7,"NER"
2020-10-10,8,"NER"
2020-09-23,9,"NER"
NA,10,"NER"
2020-06-20,11,"NER"
2020-06-04,12,"NER"
NA,1,"NGA"
2021-04-27,2,"NGA"
2020-09-30,3,"NGA"
NA,4,"NGA"
2020-07-09,5,"NGA"
2020-06-10,6,"NGA"
NA,7,"NGA"
2020-10-10,8,"NGA"
2020-09-23,9,"NGA"
NA,10,"NGA"
2020-06-20,11,"NGA"
2020-06-04,12,"NGA"
NA,1,"NIC"
2021-04-27,2,"NIC"
2020-09-30,3,"NIC"
NA,4,"NIC"
2020-07-09,5,"NIC"
2020-06-10,6,"NIC"
NA,7,"NIC"
2020-10-10,8,"NIC"
2020-09-23,9,"NIC"
NA,10,"NIC"
2020-06-20,11,"NIC"
2020-06-04,12,"NIC"
NA,1,"NLD"
2021-04-27,2,"NLD"
2020-09-30,3,"NLD"
NA,4,"NLD"
2020-07-09,5,"NLD"
2020-06-10,6,"NLD"
NA,7,"NLD"
2020-10-10,8,"NLD"
2020-09-23,9,"NLD"
NA,10,"NLD"
2020-06-20,11,"NLD"
2020-06-04,12,"NLD"
NA,1,"NOR"
2021-04-27,2,"NOR"
2020-09-30,3,"NOR"
NA,4,"NOR"
2020-07-09,5,"NOR"
2020-06-10,6,"NOR"
NA,7,"NOR"
2020-10-10,8,"NOR"
2020-09-23,9,"NOR"
NA,10,"NOR"
2020-06-20,11,"NOR"
2020-06-04,12,"NOR"
NA,1,"NPL"
2021-04-27,2,"NPL"
2020-09-30,3,"NPL"
NA,4,"NPL"
2020-07-09,5,"NPL"
2020-06-10,6,"NPL"
NA,7,"NPL"
2020-10-10,8,"NPL"
2020-09-23,9,"NPL"
NA,10,"NPL"
2020-06-20,11,"NPL"
2020-06-04,12,"NPL"
NA,1,"NZL"
2021-04-27,2,"NZL"
2020-09-30,3,"NZL"
NA,4,"NZL"
2020-07-09,5,"NZL"
2020-06-10,6,"NZL"
NA,7,"NZL"
2020-10-10,8,"NZL"
2020-09-23,9,"NZL"
NA,10,"NZL"
2020-06-20,11,"NZL"
2020-06-04,12,"NZL"
NA,1,"OMN"
2021-04-27,2,"OMN"
2020-09-30,3,"OMN"
NA,4,"OMN"
2020-07-09,5,"OMN"
2020-06-10,6,"OMN"
NA,7,"OMN"
2020-10-10,8,"OMN"
2020-09-23,9,"OMN"
NA,10,"OMN"
2020-06-20,11,"OMN"
2020-06-04,12,"OMN"
NA,1,"PAK"
2021-04-27,2,"PAK"
2020-09-30,3,"PAK"
NA,4,"PAK"
2020-07-09,5,"PAK"
2020-06-10,6,"PAK"
NA,7,"PAK"
2020-10-10,8,"PAK"
2020-09-23,9,"PAK"
NA,10,"PAK"
2020-06-20,11,"PAK"
2020-06-04,12,"PAK"
NA,1,"PAN"
2021-04-27,2,"PAN"
2020-09-30,3,"PAN"
NA,4,"PAN"
2020-07-09,5,"PAN"
2020-06-10,6,"PAN"
NA,7,"PAN"
2020-10-10,8,"PAN"
2020-09-23,9,"PAN"
NA,10,"PAN"
2020-06-20,11,"PAN"
2020-06-04,12,"PAN"
NA,1,"PER"
2021-04-27,2,"PER"
2020-09-30,3,"PER"
NA,4,"PER"
2020-07-09,5,"PER"
2020-06-10,6,"PER"
NA,7,"PER"
2020-10-10,8,"PER"
2020-09-23,9,"PER"
NA,10,"PER"
2020-06-20,11,"PER"
2020-06-04,12,"PER"
NA,1,"PHL"
2021-04-27,2,"PHL"
2020-09-30,3,"PHL"
NA,4,"PHL"
2020-07-09,5,"PHL"
2020-06-10,6,"PHL"
NA,7,"PHL"
2020-10-10,8,"PHL"
2020-09-23,9,"PHL"
NA,10,"PHL"
2020-06-20,11,"PHL"
2020-06-04,12,"PHL"
NA,1,"PNG"
2021-04-27,2,"PNG"
2020-09-30,3,"PNG"
NA,4,"PNG"
2020-07-09,5,"PNG"
2020-06-10,6,"PNG"
NA,7,"PNG"
2020-10-10,8,"PNG"
2020-09-23,9,"PNG"
NA,10,"PNG"
2020-06-20,11,"PNG"
2020-06-04,12,"PNG"
NA,1,"POL"
2021-04-27,2,"POL"
2020-09-30,3,"POL"
NA,4,"POL"
2020-07-09,5,"POL"
2020-06-10,6,"POL"
NA,7,"POL"
2020-10-10,8,"POL"
2020-09-23,9,"POL"
NA,10,"POL"
2020-06-20,11,"POL"
2020-06-04,12,"POL"
NA,1,"PRT"
2021-04-27,2,"PRT"
2020-09-30,3,"PRT"
NA,4,"PRT"
2020-07-09,5,"PRT"
2020-06-10,6,"PRT"
NA,7,"PRT"
2020-10-10,8,"PRT"
2020-09-23,9,"PRT"
NA,10,"PRT"
2020-06-20,11,"PRT"
2020-06-04,12,"PRT"
NA,1,"PRY"
2021-04-27,2,"PRY"
2020-09-30,3,"PRY"
NA,4,"PRY"
2020-07-09,5,"PRY"
2020-06-10,6,"PRY"
NA,7,"PRY"
2020-10-10,8,"PRY"
2020-09-23,9,"PRY"
NA,10,"PRY"
2020-06-20,11,"PRY"
2020-06-04,12,"PRY"
NA,1,"PSE"
2021-04-27,2,"PSE"
2020-09-30,3,"PSE"
NA,4,"PSE"
2020-07-09,5,"PSE"
2020-06-10,6,"PSE"
NA,7,"PSE"
2020-10-10,8,"PSE"
2020-09-23,9,"PSE"
NA,10,"PSE"
2020-06-20,11,"PSE"
2020-06-04,12,"PSE"
NA,1,"PYF"
2021-04-27,2,"PYF"
2020-09-30,3,"PYF"
NA,4,"PYF"
2020-07-09,5,"PYF"
2020-06-10,6,"PYF"
NA,7,"PYF"
2020-10-10,8,"PYF"
2020-09-23,9,"PYF"
NA,10,"PYF"
2020-06-20,11,"PYF"
2020-06-04,12,"PYF"
NA,1,"QAT"
2021-04-27,2,"QAT"
2020-09-30,3,"QAT"
NA,4,"QAT"
2020-07-09,5,"QAT"
2020-06-10,6,"QAT"
NA,7,"QAT"
2020-10-10,8,"QAT"
2020-09-23,9,"QAT"
NA,10,"QAT"
2020-06-20,11,"QAT"
2020-06-04,12,"QAT"
NA,1,"ROU"
2021-04-27,2,"ROU"
2020-09-30,3,"ROU"
NA,4,"ROU"
2020-07-09,5,"ROU"
2020-06-10,6,"ROU"
NA,7,"ROU"
2020-10-10,8,"ROU"
2020-09-23,9,"ROU"
NA,10,"ROU"
2020-06-20,11,"ROU"
2020-06-04,12,"ROU"
NA,1,"RUS"
2021-04-27,2,"RUS"
2020-09-30,3,"RUS"
NA,4,"RUS"
2020-07-09,5,"RUS"
2020-06-10,6,"RUS"
NA,7,"RUS"
2020-10-10,8,"RUS"
2020-09-23,9,"RUS"
NA,10,"RUS"
2020-06-20,11,"RUS"
2020-06-04,12,"RUS"
NA,1,"RWA"
2021-04-27,2,"RWA"
2020-09-30,3,"RWA"
NA,4,"RWA"
2020-07-09,5,"RWA"
2020-06-10,6,"RWA"
NA,7,"RWA"
2020-10-10,8,"RWA"
2020-09-23,9,"RWA"
NA,10,"RWA"
2020-06-20,11,"RWA"
2020-06-04,12,"RWA"
NA,1,"SAU"
2021-04-27,2,"SAU"
2020-09-30,3,"SAU"
NA,4,"SAU"
2020-07-09,5,"SAU"
2020-06-10,6,"SAU"
NA,7,"SAU"
2020-10-10,8,"SAU"
2020-09-23,9,"SAU"
NA,10,"SAU"
2020-06-20,11,"SAU"
2020-06-04,12,"SAU"
NA,1,"SDN"
2021-04-27,2,"SDN"
2020-09-30,3,"SDN"
NA,4,"SDN"
2020-07-09,5,"SDN"
2020-06-10,6,"SDN"
NA,7,"SDN"
2020-10-10,8,"SDN"
2020-09-23,9,"SDN"
NA,10,"SDN"
2020-06-20,11,"SDN"
2020-06-04,12,"SDN"
NA,1,"SEN"
2021-04-27,2,"SEN"
2020-09-30,3,"SEN"
NA,4,"SEN"
2020-07-09,5,"SEN"
2020-06-10,6,"SEN"
NA,7,"SEN"
2020-10-10,8,"SEN"
2020-09-23,9,"SEN"
NA,10,"SEN"
2020-06-20,11,"SEN"
2020-06-04,12,"SEN"
NA,1,"SGP"
2021-04-27,2,"SGP"
2020-09-30,3,"SGP"
NA,4,"SGP"
2020-07-09,5,"SGP"
2020-06-10,6,"SGP"
NA,7,"SGP"
2020-10-10,8,"SGP"
2020-09-23,9,"SGP"
NA,10,"SGP"
2020-06-20,11,"SGP"
2020-06-04,12,"SGP"
NA,1,"SLB"
2021-04-27,2,"SLB"
2020-09-30,3,"SLB"
NA,4,"SLB"
2020-07-09,5,"SLB"
2020-06-10,6,"SLB"
NA,7,"SLB"
2020-10-10,8,"SLB"
2020-09-23,9,"SLB"
NA,10,"SLB"
2020-06-20,11,"SLB"
2020-06-04,12,"SLB"
NA,1,"SLE"
2021-04-27,2,"SLE"
2020-09-30,3,"SLE"
NA,4,"SLE"
2020-07-09,5,"SLE"
2020-06-10,6,"SLE"
NA,7,"SLE"
2020-10-10,8,"SLE"
2020-09-23,9,"SLE"
NA,10,"SLE"
2020-06-20,11,"SLE"
2020-06-04,12,"SLE"
NA,1,"SLV"
2021-04-27,2,"SLV"
2020-09-30,3,"SLV"
NA,4,"SLV"
2020-07-09,5,"SLV"
2020-06-10,6,"SLV"
NA,7,"SLV"
2020-10-10,8,"SLV"
2020-09-23,9,"SLV"
NA,10,"SLV"
2020-06-20,11,"SLV"
2020-06-04,12,"SLV"
NA,1,"SOM"
2021-04-27,2,"SOM"
2020-09-30,3,"SOM"
NA,4,"SOM"
2020-07-09,5,"SOM"
2020-06-10,6,"SOM"
NA,7,"SOM"
2020-10-10,8,"SOM"
2020-09-23,9,"SOM"
NA,10,"SOM"
2020-06-20,11,"SOM"
2020-06-04,12,"SOM"
NA,1,"SRB"
2021-04-27,2,"SRB"
2020-09-30,3,"SRB"
NA,4,"SRB"
2020-07-09,5,"SRB"
2020-06-10,6,"SRB"
NA,7,"SRB"
2020-10-10,8,"SRB"
2020-09-23,9,"SRB"
NA,10,"SRB"
2020-06-20,11,"SRB"
2020-06-04,12,"SRB"
NA,1,"SSD"
2021-04-27,2,"SSD"
2020-09-30,3,"SSD"
NA,4,"SSD"
2020-07-09,5,"SSD"
2020-06-10,6,"SSD"
NA,7,"SSD"
2020-10-10,8,"SSD"
2020-09-23,9,"SSD"
NA,10,"SSD"
2020-06-20,11,"SSD"
2020-06-04,12,"SSD"
NA,1,"STP"
2021-04-27,2,"STP"
2020-09-30,3,"STP"
NA,4,"STP"
2020-07-09,5,"STP"
2020-06-10,6,"STP"
NA,7,"STP"
2020-10-10,8,"STP"
2020-09-23,9,"STP"
NA,10,"STP"
2020-06-20,11,"STP"
2020-06-04,12,"STP"
NA,1,"SUR"
2021-04-27,2,"SUR"
2020-09-30,3,"SUR"
NA,4,"SUR"
2020-07-09,5,"SUR"
2020-06-10,6,"SUR"
NA,7,"SUR"
2020-10-10,8,"SUR"
2020-09-23,9,"SUR"
NA,10,"SUR"
2020-06-20,11,"SUR"
2020-06-04,12,"SUR"
NA,1,"SVK"
2021-04-27,2,"SVK"
2020-09-30,3,"SVK"
NA,4,"SVK"
2020-07-09,5,"SVK"
2020-06-10,6,"SVK"
NA,7,"SVK"
2020-10-10,8,"SVK"
2020-09-23,9,"SVK"
NA,10,"SVK"
2020-06-20,11,"SVK"
2020-06-04,12,"SVK"
NA,1,"SVN"
2021-04-27,2,"SVN"
2020-09-30,3,"SVN"
NA,4,"SVN"
2020-07-09,5,"SVN"
2020-06-10,6,"SVN"
NA,7,"SVN"
2020-10-10,8,"SVN"
2020-09-23,9,"SVN"
NA,10,"SVN"
2020-06-20,11,"SVN"
2020-06-04,12,"SVN"
NA,1,"SWE"
2021-04-27,2,"SWE"
2020-09-30,3,"SWE"
NA,4,"SWE"
2020-07-09,5,"SWE"
2020-06-10,6,"SWE"
NA,7,"SWE"
2020-10-10,8,"SWE"
2020-09-23,9,"SWE"
NA,10,"SWE"
2020-06-20,11,"SWE"
2020-06-04,12,"SWE"
NA,1,"SWZ"
2021-04-27,2,"SWZ"
2020-09-30,3,"SWZ"
NA,4,"SWZ"
2020-07-09,5,"SWZ"
2020-06-10,6,"SWZ"
NA,7,"SWZ"
2020-10-10,8,"SWZ"
2020-09-23,9,"SWZ"
NA,10,"SWZ"
2020-06-20,11,"SWZ"
2020-06-04,12,"SWZ"
NA,1,"SYC"
2021-04-27,2,"SYC"
2020-09-30,3,"SYC"
NA,4,"SYC"
2020-07-09,5,"SYC"
2020-06-10,6,"SYC"
NA,7,"SYC"
2020-10-10,8,"SYC"
2020-09-23,9,"SYC"
NA,10,"SYC"
2020-06-20,11,"SYC"
2020-06-04,12,"SYC"
NA,1,"SYR"
2021-04-27,2,"SYR"
2020-09-30,3,"SYR"
NA,4,"SYR"
2020-07-09,5,"SYR"
2020-06-10,6,"SYR"
NA,7,"SYR"
2020-10-10,8,"SYR"
2020-09-23,9,"SYR"
NA,10,"SYR"
2020-06-20,11,"SYR"
2020-06-04,12,"SYR"
NA,1,"TCD"
2021-04-27,2,"TCD"
2020-09-30,3,"TCD"
NA,4,"TCD"
2020-07-09,5,"TCD"
2020-06-10,6,"TCD"
NA,7,"TCD"
2020-10-10,8,"TCD"
2020-09-23,9,"TCD"
NA,10,"TCD"
2020-06-20,11,"TCD"
2020-06-04,12,"TCD"
NA,1,"TGO"
2021-04-27,2,"TGO"
2020-09-30,3,"TGO"
NA,4,"TGO"
2020-07-09,5,"TGO"
2020-06-10,6,"TGO"
NA,7,"TGO"
2020-10-10,8,"TGO"
2020-09-23,9,"TGO"
NA,10,"TGO"
2020-06-20,11,"TGO"
2020-06-04,12,"TGO"
NA,1,"THA"
2021-04-27,2,"THA"
2020-09-30,3,"THA"
NA,4,"THA"
2020-07-09,5,"THA"
2020-06-10,6,"THA"
NA,7,"THA"
2020-10-10,8,"THA"
2020-09-23,9,"THA"
NA,10,"THA"
2020-06-20,11,"THA"
2020-06-04,12,"THA"
NA,1,"TJK"
2021-04-27,2,"TJK"
2020-09-30,3,"TJK"
NA,4,"TJK"
2020-07-09,5,"TJK"
2020-06-10,6,"TJK"
NA,7,"TJK"
2020-10-10,8,"TJK"
2020-09-23,9,"TJK"
NA,10,"TJK"
2020-06-20,11,"TJK"
2020-06-04,12,"TJK"
NA,1,"TKM"
2021-04-27,2,"TKM"
2020-09-30,3,"TKM"
NA,4,"TKM"
2020-07-09,5,"TKM"
2020-06-10,6,"TKM"
NA,7,"TKM"
2020-10-10,8,"TKM"
2020-09-23,9,"TKM"
NA,10,"TKM"
2020-06-20,11,"TKM"
2020-06-04,12,"TKM"
NA,1,"TLS"
2021-04-27,2,"TLS"
2020-09-30,3,"TLS"
NA,4,"TLS"
2020-07-09,5,"TLS"
2020-06-10,6,"TLS"
NA,7,"TLS"
2020-10-10,8,"TLS"
2020-09-23,9,"TLS"
NA,10,"TLS"
2020-06-20,11,"TLS"
2020-06-04,12,"TLS"
NA,1,"TTO"
2021-04-27,2,"TTO"
2020-09-30,3,"TTO"
NA,4,"TTO"
2020-07-09,5,"TTO"
2020-06-10,6,"TTO"
NA,7,"TTO"
2020-10-10,8,"TTO"
2020-09-23,9,"TTO"
NA,10,"TTO"
2020-06-20,11,"TTO"
2020-06-04,12,"TTO"
NA,1,"TUN"
2021-04-27,2,"TUN"
2020-09-30,3,"TUN"
NA,4,"TUN"
2020-07-09,5,"TUN"
2020-06-10,6,"TUN"
NA,7,"TUN"
2020-10-10,8,"TUN"
2020-09-23,9,"TUN"
NA,10,"TUN"
2020-06-20,11,"TUN"
2020-06-04,12,"TUN"
NA,1,"TUR"
2021-04-27,2,"TUR"
2020-09-30,3,"TUR"
NA,4,"TUR"
2020-07-09,5,"TUR"
2020-06-10,6,"TUR"
NA,7,"TUR"
2020-10-10,8,"TUR"
2020-09-23,9,"TUR"
NA,10,"TUR"
2020-06-20,11,"TUR"
2020-06-04,12,"TUR"
NA,1,"TWN"
2021-04-27,2,"TWN"
2020-09-30,3,"TWN"
NA,4,"TWN"
2020-07-09,5,"TWN"
2020-06-10,6,"TWN"
NA,7,"TWN"
2020-10-10,8,"TWN"
2020-09-23,9,"TWN"
NA,10,"TWN"
2020-06-20,11,"TWN"
2020-06-04,12,"TWN"
NA,1,"TZA"
2021-04-27,2,"TZA"
2020-09-30,3,"TZA"
NA,4,"TZA"
2020-07-09,5,"TZA"
2020-06-10,6,"TZA"
NA,7,"TZA"
2020-10-10,8,"TZA"
2020-09-23,9,"TZA"
NA,10,"TZA"
2020-06-20,11,"TZA"
2020-06-04,12,"TZA"
NA,1,"UGA"
2021-04-27,2,"UGA"
2020-09-30,3,"UGA"
NA,4,"UGA"
2020-07-09,5,"UGA"
2020-06-10,6,"UGA"
NA,7,"UGA"
2020-10-10,8,"UGA"
2020-09-23,9,"UGA"
